_id,AnnoS,AteneoCOD,AteneoNOME,ClasseNUMERO,CorsoNOME,SedeC,IstatP,Lau
26905,2017,7101,Foggia,L-01,Lettere e Beni Culturali,FOGGIA,71,12
26906,2017,7001,Molise,LM/SNT4,Scienze delle Professioni Sanitarie della Prevenzione,CAMPOBASSO,70,12
26907,2017,7001,Molise,LM-06,Biologia ,PESCHE,94,12
26908,2017,7101,Foggia,18,Scienze della Formazione Continua,FOGGIA,71,12
26909,2017,7201,Bari,17,Economia Aziendale,BARI,72,12
26910,2017,6501,Salerno,LM-83,Scienze Statistiche per la Finanza,FISCIANO,65,12
26911,2017,6501,Salerno,LM-75,Scienze Ambientali,FISCIANO,65,12
26912,2017,6601,L'Aquila,34,Scienze Psicologiche Applicate,L'AQUILA,66,12
26913,2017,6501,Salerno,LM-02,Archeologia e Culture Antiche,FISCIANO,65,12
26914,2017,6306,Napoli Vanvitelli,L/SNT3,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),NAPOLI,63,12
26915,2017,6306,Napoli Vanvitelli,L/SNT2,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),GROTTAMINARDA,64,12
26916,2017,6306,Napoli Vanvitelli,LM-29,Ingegneria Elettronica,AVERSA,61,12
26917,2017,6306,Napoli Vanvitelli,L-32,Scienze Ambientali,CASERTA,61,12
26918,2017,6501,Salerno,13,Scienze dei Beni Culturali,FISCIANO,65,12
26919,2017,6303,Napoli L'Orientale,LM-94,Linguistica e Traduzione Specialistica,NAPOLI,63,12
26920,2017,6302,Napoli Parthenope,LM-83,Metodi Quantitativi per le Decisioni Aziendali,NAPOLI,63,12
26921,2017,6304,Napoli Benincasa,18,Scienze dell'Educazione,NAPOLI,63,12
26922,2017,6304,Napoli Benincasa,LMR/02,Conservazione e Restauro dei Beni Culturali (Abilitante Ai Sensi del D.Lgs N.42/2004),NAPOLI,63,12
26923,2017,6306,Napoli Vanvitelli,04/S-cu,Architettura (U.E.),AVERSA,61,12
26924,2017,6306,Napoli Vanvitelli,31,Scienze Giuridiche,SANTA MARIA CAPUA VETERE,61,12
26925,2017,6302,Napoli Parthenope,L-18,Economia e Legislazione d'Azienda,NAPOLI,63,12
26926,2017,6301,Napoli Federico II,L/SNT3,Tecniche Ortopediche (Abilitante alla Professione Sanitaria di Tecnico Ortopedico),NAPOLI,63,12
26927,2017,6301,Napoli Federico II,LM-06,Biologia ed Ecologia dell' Ambiente Marino ed Uso Sostenibile delle Sue Risorse,NAPOLI,63,12
26928,2017,6301,Napoli Federico II,L-34,Corso di Laurea in In Scienze Geologiche,NAPOLI,63,12
26929,2017,6201,Sannio,LM-74,Scienze e Tecnologie Geologiche,BENEVENTO,62,12
26930,2017,5812,Roma Europea,LM-56,Economia e Management dell'Innovazione,ROMA,58,12
26931,2017,5810,Roma Marconi - telematica,LM-32,Ingegneria Informatica,ROMA,58,12
26932,2017,5802,Roma Tor Vergata,L/SNT2,Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica),ROMA,58,12
26933,2017,5802,Roma Tor Vergata,L/SNT3,Tecniche Ortopediche (Abilitante alla Professione Sanitaria di Tecnico Ortopedico),ROMA,58,12
26934,2017,5802,Roma Tor Vergata,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),ROMA,58,12
26935,2017,5802,Roma Tor Vergata,L/SNT3,Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare),ROMA,58,12
26936,2017,5802,Roma Tor Vergata,L/SNT1,Infermieristica Pediatrica (Abilitante alla Professione Sanitaria di Infermiere Pediatrico),ROMA,58,12
26937,2017,5802,Roma Tor Vergata,L-18,"Economia, Organizzazioni e Territorio",ROMA,58,12
26938,2017,5802,Roma Tor Vergata,LM-02,"Archeologia, Filologia, Letterature e Storia dell'Antichita",ROMA,58,12
26939,2017,5802,Roma Tor Vergata,LM-65,Musica e Spettacolo,ROMA,58,12
26940,2017,5802,Roma Tor Vergata,LM-84,Scienze della Storia e del Documento,ROMA,58,12
26941,2017,5801,Roma La Sapienza,99999,Psicologia,ROMA,58,12
26942,2017,5801,Roma La Sapienza,L/SNT2,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),ARICCIA,58,12
26943,2017,5801,Roma La Sapienza,L/SNT2,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),BRACCIANO,58,12
26944,2017,5801,Roma La Sapienza,L/SNT2,Terapia della Neuro e Psicomotricita dell'Eta Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricita dell'Eta Evolutiva),LATINA,59,12
26945,2017,5801,Roma La Sapienza,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),POZZILLI,94,12
26946,2017,5801,Roma La Sapienza,L/SNT3,Tecniche Audiometriche (Abilitante alla Professione Sanitaria di Audiometrista),ROMA,58,12
26947,2017,5801,Roma La Sapienza,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),VITERBO,56,12
26948,2017,5801,Roma La Sapienza,L/SNT3,Tecniche Ortopediche (Abilitante alla Professione Sanitaria di Tecnico Ortopedico),LATINA,59,12
26949,2017,5801,Roma La Sapienza,LM/SNT4,Scienze delle Professioni Sanitarie della Prevenzione,ROMA,58,12
26950,2017,5801,Roma La Sapienza,LM-18,Computer Science - Informatica,ROMA,58,12
26951,2017,5801,Roma La Sapienza,LM-14,Scienze del Testo,ROMA,58,12
26952,2017,5001,Pisa,LM-33,Ingegneria dei Veicoli,PISA,50,12
26953,2017,5001,Pisa,LM-39,Linguistica e Traduzione,PISA,50,12
26954,2017,5201,Siena,L/SNT3,Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare),SIENA,52,12
26955,2017,5401,Perugia,14/S,Corso di Laurea Specialistica in Farmacia,PERUGIA,54,12
26956,2017,5201,Siena,LM-75,Ecotossicologia e Sostenibilita Ambientale,SIENA,52,12
26957,2017,5601,Tuscia,L-25,Scienze e Tecnologie per la Conservazione delle Foreste e della Natura,CITTADUCALE,57,12
26958,2017,5601,Tuscia,LM-89,Archeologia e Storia dell'Arte. Tutela e Valorizzazione,VITERBO,56,12
26959,2017,5401,Perugia,LM-60,Scienze e Tecnologie Naturalistiche e Ambientali,PERUGIA,54,12
26960,2017,5401,Perugia,LM-35,Ingegneria per l'Ambiente e il Territorio,PERUGIA,54,12
26961,2017,5601,Tuscia,L-32,Scienze Ambientali,CIVITAVECCHIA,58,12
26962,2017,5403,Perugia Stranieri,LM-38,Italprom - Promozione dell'Italia all'Estero,PERUGIA,54,12
26963,2017,5401,Perugia,LM-86,Scienze Zootecniche,PERUGIA,54,12
26964,2017,4801,Firenze,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),FIRENZE,48,12
26965,2017,4801,Firenze,L/SNT2,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),FIRENZE,48,12
26966,2017,4801,Firenze,14/S,Chimica e Tecnologia Farmaceutiche,FIRENZE,48,12
26967,2017,4801,Firenze,LM-11,Scienze e Materiali per la Conservazione e il Restauro,FIRENZE,48,12
26968,2017,4301,Macerata,L-01,Beni Culturali e Turismo,MACERATA,43,12
26969,2017,4302,Camerino,LM-74,Geoenvironmental Resources And Risks,CAMERINO,43,12
26970,2017,5001,Pisa,8,"Ingegneria Civile, dell'Ambiente e del Territorio",PISA,50,12
26971,2017,5001,Pisa,L/SNT2,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),PISA,50,12
26972,2017,5001,Pisa,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",PISA,50,12
26973,2018,2701,Venezia C Foscari,LM-15,"Scienze dell'Antichit: Letterature, Storia e Archeologia",VENEZIA,27,12
26974,2018,2701,Venezia C Foscari,LM-84,Storia Dal Medioevo all'Et Contemporanea,VENEZIA,27,12
26975,2018,2301,Verona,L/SNT2,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),VICENZA,24,12
26976,2018,2201,Trento,LM-84,Scienze Storiche,TRENTO,22,12
26977,2018,2801,Padova,LM-67,Scienze e Tecniche dell'Attivit Motoria Preventiva e Adattata,PADOVA,28,12
26978,2018,3001,Udine,LM-86,Allevamento e Benessere Animale,UDINE,30,12
26979,2018,3601,Modena e Reggio Emilia,L/SNT2,Terapia Occupazionale (Abilitante alla Professione Sanitaria di Terapista Occupazionale),REGGIO NELL'EMILIA,35,12
26980,2018,3401,Parma,LM-74,Scienze e Tecnologie Geologiche,PARMA,34,12
26981,2018,3401,Parma,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),PARMA,34,12
26982,2018,3401,Parma,LM-08,Biotecnologie Industriali,PARMA,34,12
26983,2018,3701,Bologna,47/S,Medicina Veterinaria,BOLOGNA,37,12
26984,2018,3601,Modena e Reggio Emilia,LM-01,Antropologia e Storia del Mondo Contemporaneo,MODENA,36,12
26985,2018,4801,Firenze,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),FIRENZE,48,12
26986,2018,4801,Firenze,LM-08,Biotecnologie Molecolari,FIRENZE,48,12
26987,2018,4801,Firenze,L-29,Scienze Farmaceutiche Applicate-Controllo Qualita,FIRENZE,48,12
26988,2018,4301,Macerata,L-15,Beni Culturali e Turismo,MACERATA,43,12
26989,2018,5001,Pisa,L/SNT2,Terapia della Neuro e Psicomotricit dell'Et Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricit dell'Et Evolutiva),PISA,50,12
26990,2018,5001,Pisa,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),PISA,50,12
26991,2018,4804,Firenze IUL - telematica,LM-57,Innovazione Educativa e Apprendimento Permanente,FIRENZE,48,12
26992,2018,4201,Marche,LM-77,Management Pubblico e dei Sistemi Socio-Sanitari,SAN BENEDETTO DEL TRONTO,44,12
26993,2018,4101,Urbino,LMR/02,Conservazione e Restauro dei Beni Culturali (Abilitante Ai Sensi del D.Lgs N.42/2004),URBINO,41,12
26994,2018,4201,Marche,46/S,Medicina e Chirurgia,ANCONA,42,12
26995,2018,3801,Ferrara,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",FERRARA,38,12
26996,2018,3801,Ferrara,LM-46,Odontoiatria e Protesi Dentaria,FERRARA,38,12
26997,2018,3801,Ferrara,LM-67,Scienze e Tecniche dell'Attivit Motoria Preventiva e Adattata,FERRARA,38,12
26998,2018,3701,Bologna,LM-25,Ingegneria dell'Automazione,BOLOGNA,37,12
26999,2018,1502,Milano Politecnico,LM-20,Ingegneria Aeronautica,MILANO,15,12
27000,2018,1501,Milano,LM-77,Management dell'Innovazione e Imprenditorialit,MILANO,15,12
27001,2018,1501,Milano,LM-73,Scienze Agroambientali,MILANO,15,12
27002,2018,1501,Milano,LM-67,Scienza dell'Attivit Fisica per il Benessere,MILANO,15,12
27003,2018,1504,Milano Cattolica,17,Economia e Gestione Aziendale,MILANO,15,12
27004,2018,1504,Milano Cattolica,L/SNT3,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),BOLZANO - BOZEN,21,12
27005,2018,1504,Milano Cattolica,L/SNT3,Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare),ROMA,58,12
27006,2018,1502,Milano Politecnico,LM-21,Ingegneria Biomedica,MILANO,15,12
27007,2018,1501,Milano,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),GARBAGNATE MILANESE,15,12
27008,2018,1501,Milano,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),MANTOVA,20,12
27009,2018,1501,Milano,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),SAN DONATO MILANESE,15,12
27010,2018,1501,Milano,L/SNT2,Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia),MILANO,15,12
27011,2018,1501,Milano,L/SNT4,Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario),MILANO,15,12
27012,2018,1501,Milano,LM-06,Molecular Biology Of The Cell,MILANO,15,12
27013,2018,1501,Milano,LM-15,"Filologia, Letterature e Storia dell'Antichita",MILANO,15,12
27014,2018,1501,Milano,LM-11,Scienze per la Conservazione e la Diagnostica dei Beni Culturali,MILANO,15,12
27015,2018,1501,Milano,LM/SNT3,Scienze delle Professioni Sanitarie Tecniche Assistenziali,MILANO,15,12
27016,2018,1202,Insubria,LM-46,Odontoiatria e Protesi Dentaria,VARESE,12,12
27017,2018,1202,Insubria,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),VARESE,12,12
27018,2018,1801,Pavia,LM-37,Letterature Europee e Americane,PAVIA,18,12
27019,2018,2101,Bolzano,LM-18,Informatica,BOLZANO - BOZEN,21,12
27020,2018,1504,Milano Cattolica,L-02,Biotecnologie Sanitarie,ROMA,58,12
27021,2018,1601,Bergamo,18,Scienze dell'Educazione,BERGAMO,16,12
27022,2017,8701,Catania,LM-75,Scienze per la Tutela dell'Ambiente (Sta),CATANIA,87,12
27023,2017,8701,Catania,LM-54,Chimica dei Materiali,CATANIA,87,12
27024,2017,8701,Catania,L-27,Chimica Industriale,CATANIA,87,12
27025,2017,8701,Catania,L-21,"Pianificazione, Progettazione e Gestione del Territorio e dell'Ambiente",CATANIA,87,12
27026,2017,9201,Cagliari,LM-46,Odontoiatria e Protesi Dentaria,CAGLIARI,92,12
27027,2017,9201,Cagliari,LM-54,Scienze Chimiche,CAGLIARI,92,12
27028,2017,9201,Cagliari,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",CAGLIARI,92,12
27029,2018,1001,Genova,L/SNT2,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),PIETRA LIGURE,9,12
27030,2018,1001,Genova,LM-26,"Safety Engineering For Transport, Logistics, And Production - Ingegneria della Sicurezza per i Trasporti, la Logistica e i Sistemi di Produzione",GENOVA,10,12
27031,2018,1001,Genova,LM-35,Ingegneria Civile e Ambientale,GENOVA,10,12
27032,2018,1001,Genova,L/SNT2,Podologia (Abilitante alla Professione Sanitaria di Podologo),GENOVA,10,12
27033,2018,1001,Genova,L/SNT3,Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista),GENOVA,10,12
27034,2018,1001,Genova,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",GENOVA,10,12
27035,2018,101,Torino,L-18,"Banca, Borsa e Assicurazione",TORINO,1,12
27036,2018,101,Torino,LM-86,Scienze Zootecniche,GRUGLIASCO,1,12
27037,2018,102,Torino Politecnico,L-08,Electronic And Communications Engineering,TORINO,1,12
27038,2018,102,Torino Politecnico,LM-04,Architettura per il Restauro e Valorizzazione del Patrimonio,TORINO,1,12
27039,2018,8301,Messina,L-13,Biologia ed Ecologia Marina,MESSINA,83,12
27040,2018,8301,Messina,47/S,Medicina Veterinaria,MESSINA,83,12
27041,2018,8201,Palermo,LM-67,Scienze e Tecniche delle Attivit Motorie Preventive e Adattate e delle Attivit Sportive,PALERMO,82,12
27042,2018,8301,Messina,L-20,Scienze dell'Informazione: Comunicazione Pubblica e Tecniche Giornalistiche,MESSINA,83,12
27043,2018,8301,Messina,LM-77,Scienze Economico-Aziendali,MESSINA,83,12
27044,2018,8301,Messina,LM-78,Filosofia Contemporanea,MESSINA,83,12
27045,2018,8701,Catania,LM-52,Internazionalizzazione delle Relazioni Commerciali,CATANIA,87,12
27046,2018,9001,Sassari,L-14,Diritto delle Amministrazioni e delle Imprese Pubbliche e Private,SASSARI,90,12
27047,2018,9001,Sassari,LM-78,Scienze dell'Uomo,SASSARI,90,12
27048,2019,101,Torino,17,Economia Aziendale,TORINO,1,12
27049,2019,101,Torino,18-bis,Scienze della Formazione Primaria,TORINO,1,12
27050,2019,101,Torino,L-01,"Beni Culturali - Archeologia, Storia dell'Arte, Archivistica e Biblioteconomia",TORINO,1,12
27051,2018,9201,Cagliari,LM-22,Ingegneria Chimica e dei Processi Biotecnologici,CAGLIARI,92,12
27052,2018,9201,Cagliari,LM-46,Odontoiatria e Protesi Dentaria,CAGLIARI,92,12
27053,2018,9201,Cagliari,L-09,Ingegneria Elettrica ed Elettronica,CAGLIARI,92,12
27054,2019,101,Torino,LM-80,Geografia e Scienze Territoriali,TORINO,1,12
27055,2019,102,Torino Politecnico,LM-33,Automotive Engineering,TORINO,1,12
27056,2018,7001,Molise,LM-23,Ingegneria Civile,CAMPOBASSO,70,12
27057,2018,7001,Molise,LM-06,Biologia,PESCHE,94,12
27058,2018,6901,Chieti e Pescara,L-40,Sociologia Ricerca Sociale e Criminologica,CHIETI,69,12
27059,2018,7101,Foggia,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),FOGGIA,71,12
27060,2018,7001,Molise,LM-77,Imprenditorialit e Innovazione,CAMPOBASSO,70,12
27061,2018,7101,Foggia,46/S,Medicina e Chirurgia,FOGGIA,71,12
27062,2018,7201,Bari,14/S,Farmacia,BARI,72,12
27063,2018,7201,Bari,11,Lingue e Letterature Straniere,BARI,72,12
27064,2018,7201,Bari,L/SNT2,Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia),BARI,72,12
27065,2018,7202,Bari Politecnico,L-07,Ingegneria Civile e Ambientale,TARANTO,73,12
27066,2018,7501,Salento,L-35,Matematica,LECCE,75,12
27067,2018,8201,Palermo,LM-51,Psicologia Clinica dell'Arco di Vita,PALERMO,82,12
27068,2018,8201,Palermo,LM-52,International Relations / Relazioni Internazionali,PALERMO,82,12
27069,2018,8001,Reggio Calabria,28,Scienze Economiche,REGGIO DI CALABRIA,80,12
27070,2018,8201,Palermo,28,Economia e Finanza,PALERMO,82,12
27071,2018,7901,Catanzaro,17,Corso di Laurea di Economia Aziendale,CATANZARO,79,12
27072,2018,7801,Calabria,LM-15,Scienze dell'Antichita,RENDE,78,12
27073,2018,7601,Basilicata,18-bis,Scienze della Formazione Primaria,MATERA,77,12
27074,2018,7501,Salento,LM-49,Gestione delle Attivita' Turistiche e Culturali,LECCE,75,12
27075,2018,7601,Basilicata,LM-70,Gestione Sostenibile della Qualita Alimentare - Sustainable Management Of Food Quality ?Edamus?,POTENZA,76,12
27076,2018,5802,Roma Tor Vergata,LM-67,Scienze e Tecniche delle Attivit Motorie Preventive e Adattate,ROMA,58,12
27077,2018,5802,Roma Tor Vergata,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",ROMA,58,12
27078,2018,5801,Roma La Sapienza,LM/SNT4,Scienze delle Professioni Sanitarie della Prevenzione,ROMA,58,12
27079,2018,5801,Roma La Sapienza,LM/SNT2,Scienze Riabilitative delle Professioni Sanitarie,VITERBO,56,12
27080,2018,5801,Roma La Sapienza,LM-18,Informatica,ROMA,58,12
27081,2018,5401,Perugia,LM-29,Ingegneria Elettronica e delle Telecomunicazioni,PERUGIA,54,12
27082,2018,5401,Perugia,LM-18,Informatica,PERUGIA,54,12
27083,2018,5401,Perugia,LM/SNT1,Scienze Infermieristiche e Ostetriche,PERUGIA,54,12
27084,2018,5401,Perugia,LM-07,Biotecnologie Agrarie e Ambientali,PERUGIA,54,12
27085,2018,5401,Perugia,LM-09,Biotecnologie Farmaceutiche,PERUGIA,54,12
27086,2018,5201,Siena,LM/SNT1,Scienze Infermieristiche e Ostetriche,SIENA,52,12
27087,2018,5201,Siena,LM/SNT2,Scienze Riabilitative delle Professioni Sanitarie,SIENA,52,12
27088,2018,5201,Siena,LM-01,Antropologia e Linguaggi dell'Immagine,SIENA,52,12
27089,2018,5001,Pisa,LMG/01,Giurisprudenza,LIVORNO,49,12
27090,2018,5801,Roma La Sapienza,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),VITERBO,56,12
27091,2018,5801,Roma La Sapienza,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",LATINA,59,12
27092,2018,5801,Roma La Sapienza,99999,Psicologia,ROMA,58,12
27093,2018,6301,Napoli Federico II,99999,Lettere,NAPOLI,63,12
27094,2018,6301,Napoli Federico II,LM-90,Scienze Politiche dell'Europa e Strategie di Sviluppo,NAPOLI,63,12
27095,2018,5813,Roma UNINETTUNO - telematica,LM-23,Ingegneria Civile,ROMA,58,12
27096,2018,5815,Roma UNICUSANO - telematica,LM-33,Ingegneria Meccanica,ROMA,58,12
27097,2018,5810,Roma Marconi - telematica,LM-48,"Pianificazione Territoriale, Urbanistica e Ambientale",ROMA,58,12
27098,2018,6301,Napoli Federico II,12,Corso di Laurea in Biologia Generale e Applicata,NAPOLI,63,12
27099,2018,5817,Roma Link Campus,L-18,Economia Aziendale Internazionale,ROMA,58,12
27100,2018,6001,Cassino,L-14,Operatore Giuridico per le Organizzazioni Complesse,CASSINO,60,12
27101,2018,6601,L'Aquila,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),L'AQUILA,66,12
27102,2018,6501,Salerno,LM-83,Scienze Statistiche per la Finanza,FISCIANO,65,12
27103,2018,6306,Napoli Vanvitelli,L/SNT3,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",AVELLINO,64,12
27104,2018,6304,Napoli Benincasa,LM-89,Archeologia e Storia dell'Arte,NAPOLI,63,12
27105,2018,6302,Napoli Parthenope,LM-56,Economia della Cooperazione e del Commercio Internazionale,NAPOLI,63,12
